Symphyotrichum_concolor	9.75
Symphyotrichum_eatonii	1.7
Symphyotrichum_adnatum	4.21687
Symphyotrichum_burgessii	3
Symphyotrichum_turbinellum	41.0962
Symphyotrichum_moranense	2.43836
Symphyotrichum_lanceolatum	13.9131
Symphyotrichum_phlogifolium	47.8537
Symphyotrichum_ciliolatum	9.57442
Symphyotrichum_praealtum	9.86495
Symphyotrichum_walteri	5.65574
Symphyotrichum_lentum	1.88571
Symphyotrichum_laurentianum	2.5
Symphyotrichum_longifolium	0
Symphyotrichum_chapmanii	0.826087
Symphyotrichum_regnellii	6.78947
Symphyotrichum_parviceps	12.2615
Symphyotrichum_batesii	0
Symphyotrichum_vahlii	2.95238
Symphyotrichum_bracteolatum	0.227273
Symphyotrichum_novi-belgii	16.5637
Symphyotrichum_bracei	0
Symphyotrichum_defoliatum	5.16667
Symphyotrichum_tardiflorum	16.1667
Symphyotrichum_rhiannon	17.7143
Symphyotrichum_bahamense	4.2
Symphyotrichum_urophyllum	25.0814
Symphyotrichum_frondosum	0
Symphyotrichum_subspicatum	1.50417
Symphyotrichum_hesperium	0
Symphyotrichum_anomalum	43.0054
Symphyotrichum_schistosum	31.5
Symphyotrichum_lucayanum	0
Symphyotrichum_shortii	29.8084
Symphyotrichum_bullatum	1.25455
Symphyotrichum_retroflexum	20.6344
Symphyotrichum_spathulatum	0.72045
Symphyotrichum_fontinale	4.45455
Symphyotrichum_tradescanti	20.6866
Symphyotrichum_prenanthoides	51.9524
Symphyotrichum_porteri	0
Symphyotrichum_oblongifolium	12.564
Symphyotrichum_racemosum	23.6145
Symphyotrichum_potosinum	0.636364
Symphyotrichum_trilineatum	2
Symphyotrichum_depauperatum	28.5556
Symphyotrichum_glabrifolium	3.55556
Symphyotrichum_subulatum	3.63472
Symphyotrichum_falcatum	0.416862
Symphyotrichum_pygmaeum	0
Symphyotrichum_grandiflorum	16.3729
Symphyotrichum_subtropicum	0
Symphyotrichum_greatae	2.02778
Symphyotrichum_simmondsii	6.02083
Symphyotrichum_robynsianum	2.65385
Symphyotrichum_amethystinum	11.4086
Symphyotrichum_graminifolium	6.36364
Symphyotrichum_boreale	7.00225
Symphyotrichum_ericoides	4.84031
Symphyotrichum_ciliatum	3.22939
Symphyotrichum_hallii	4.57692
Symphyotrichum_novae-angliae	15.9725
Symphyotrichum_hendersonii	0
Symphyotrichum_divaricatum	1.66038
Symphyotrichum_oolentangiense	10.6028
Symphyotrichum_longulum	15.8571
Symphyotrichum_dumosum	16.4212
Symphyotrichum_pratense	7.992
Symphyotrichum_fendleri	0
Symphyotrichum_firmum	14.4437
Symphyotrichum_lateriflorum	25.9745
Symphyotrichum_ontarionis	13.5073
Symphyotrichum_nahanniense	1
Symphyotrichum_puniceum	29.1822
Symphyotrichum_drummondii	7.7094
Symphyotrichum_campestre	0.916031
Symphyotrichum_foliaceum	0.793741
Symphyotrichum_yukonense	0
Symphyotrichum_pilosum	21.576
Symphyotrichum_schaffneri	3.25714
Symphyotrichum_plumosum	0.684211
Symphyotrichum_cordifolium	31.783
Symphyotrichum_laeve	8.85096
Symphyotrichum_molle	0.333333
Symphyotrichum_expansum	3.05333
Symphyotrichum_georgianum	15.5484
Symphyotrichum_sericeum	9.22478
Symphyotrichum_squamatum	0
Symphyotrichum_eulae	1.28571
Symphyotrichum_carnerosanum	2.32
Symphyotrichum_patens	29.2504
Symphyotrichum_elliottii	7.04098
Symphyotrichum_kentuckiense	12
Symphyotrichum_anticostense	8.48485
Symphyotrichum_welshii	0
Symphyotrichum_hintonii	0
Symphyotrichum_ascendens	1.48556
Symphyotrichum_tenuifolium	7.4385
Symphyotrichum_priceae	7
Symphyotrichum_chilense	4.6269
Symphyotrichum_jessicae	1.8
Symphyotrichum_turneri	4
