Symphyotrichum_molle	32.6667
Symphyotrichum_dumosum	4.83799
Symphyotrichum_eulae	39
Symphyotrichum_drummondii	22.125
Symphyotrichum_hintonii	11
Symphyotrichum_anticostense	5.09091
Symphyotrichum_foliaceum	17.623
Symphyotrichum_tenuifolium	2.5615
Symphyotrichum_bracei	0
Symphyotrichum_urophyllum	5.40052
Symphyotrichum_shortii	4.83158
Symphyotrichum_walteri	4.31148
Symphyotrichum_sericeum	21.7061
Symphyotrichum_longulum	3
Symphyotrichum_lucayanum	6
Symphyotrichum_spathulatum	17.3283
Symphyotrichum_chapmanii	0.521739
Symphyotrichum_adnatum	4.34337
Symphyotrichum_concolor	4.16071
Symphyotrichum_glabrifolium	11.4444
Symphyotrichum_defoliatum	3.36111
Symphyotrichum_subtropicum	0
Symphyotrichum_phlogifolium	2.10569
Symphyotrichum_fontinale	9.09091
Symphyotrichum_boreale	7.86712
Symphyotrichum_trilineatum	9.52
Symphyotrichum_porteri	28.5115
Symphyotrichum_lanceolatum	11.2347
Symphyotrichum_campestre	21.8779
Symphyotrichum_hendersonii	3.45
Symphyotrichum_novi-belgii	3.51603
Symphyotrichum_racemosum	3.77098
Symphyotrichum_nahanniense	0
Symphyotrichum_firmum	6.8169
Symphyotrichum_praealtum	20.4552
Symphyotrichum_yukonense	3.875
Symphyotrichum_chilense	3.86294
Symphyotrichum_bullatum	6.54545
Symphyotrichum_prenanthoides	3.18049
Symphyotrichum_longifolium	0
Symphyotrichum_parviceps	25.5538
Symphyotrichum_hallii	8.42308
Symphyotrichum_burgessii	0
Symphyotrichum_rhiannon	0
Symphyotrichum_eatonii	20.2769
Symphyotrichum_retroflexum	0.763441
Symphyotrichum_georgianum	1.54839
Symphyotrichum_patens	6.57479
Symphyotrichum_squamatum	8.66667
Symphyotrichum_oolentangiense	12.034
Symphyotrichum_regnellii	2.47368
Symphyotrichum_schistosum	0
Symphyotrichum_kentuckiense	5.16667
Symphyotrichum_frondosum	19.3401
Symphyotrichum_fendleri	51.3962
Symphyotrichum_expansum	8.37778
Symphyotrichum_bracteolatum	13.1061
Symphyotrichum_elliottii	5.47541
Symphyotrichum_potosinum	13.0909
Symphyotrichum_subulatum	15.3906
Symphyotrichum_simmondsii	6.3125
Symphyotrichum_carnerosanum	8.16
Symphyotrichum_jessicae	14.84
Symphyotrichum_bahamense	7.4
Symphyotrichum_ontarionis	7.10787
Symphyotrichum_anomalum	4.54348
Symphyotrichum_pilosum	7.54957
Symphyotrichum_lentum	9.28571
Symphyotrichum_robynsianum	2.48077
Symphyotrichum_turneri	3.5
Symphyotrichum_pygmaeum	20.6875
Symphyotrichum_pratense	18.424
Symphyotrichum_laurentianum	5.83333
Symphyotrichum_batesii	5.5
Symphyotrichum_subspicatum	5.68333
Symphyotrichum_vahlii	19.8571
Symphyotrichum_turbinellum	5.55769
Symphyotrichum_tardiflorum	1.16667
Symphyotrichum_laeve	12.7584
Symphyotrichum_grandiflorum	2.55932
Symphyotrichum_graminifolium	5.72727
Symphyotrichum_tradescanti	1.77612
Symphyotrichum_ciliatum	18.9857
Symphyotrichum_ciliolatum	4.0849
Symphyotrichum_ascendens	30.0617
Symphyotrichum_ericoides	25.9634
Symphyotrichum_cordifolium	3.07492
Symphyotrichum_lateriflorum	3.96307
Symphyotrichum_depauperatum	5.26667
Symphyotrichum_novae-angliae	6.47027
Symphyotrichum_falcatum	32.1429
Symphyotrichum_plumosum	0
Symphyotrichum_oblongifolium	28.9303
Symphyotrichum_greatae	1.27778
Symphyotrichum_amethystinum	9.29032
Symphyotrichum_puniceum	3.31449
Symphyotrichum_hesperium	0
Symphyotrichum_schaffneri	2.54286
Symphyotrichum_priceae	3
Symphyotrichum_divaricatum	32.1604
Symphyotrichum_welshii	11.7143
Symphyotrichum_moranense	9.29452
